state_name_data,dfso,district_code,district_name,state_code,state_name,,
DAMAN & DIU,Dadar Nagar Haveli,465,DADRA AND NAGAR HAVELI,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,
DAMAN & DIU,DADRA AND NAGAR HAVELI,465,DADRA AND NAGAR HAVELI,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,
DAMAN & DIU,DAMAN,463,DAMAN,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,
DAMAN & DIU,DIU,464,DIU,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,
DELHI,AC CENTRAL,77,CENTRAL,7,DELHI,,
DELHI,AC EAST,78,EAST,7,DELHI,,
DELHI,AC NEW DELHI,79,NEW DELHI,7,DELHI,,
DELHI,AC NORTH,80,NORTH,7,DELHI,,
DELHI,AC NORTH EAST,81,NORTH EAST,7,DELHI,,
DELHI,AC NORTH WEST,82,NORTH WEST,7,DELHI,,
DELHI,AC SOUTH,83,SOUTH,7,DELHI,,
DELHI,AC SOUTH WEST,84,SOUTH WEST,7,DELHI,,
DELHI,AC WEST,85,WEST,7,DELHI,,
DELHI,CENTRAL,77,CENTRAL,7,DELHI,,
DELHI,EAST,78,EAST,7,DELHI,,
DELHI,NEW DELHI,79,NEW DELHI,7,DELHI,,
DELHI,NORTH,80,NORTH,7,DELHI,,
DELHI,NORTH EAST,81,NORTH EAST,7,DELHI,,
DELHI,NORTH WEST,82,NORTH WEST,7,DELHI,,
DELHI,SOUTH,83,SOUTH,7,DELHI,,
DELHI,SOUTH WEST,84,SOUTH WEST,7,DELHI,,
DELHI,WEST,85,WEST,7,DELHI,,
GOA,CIVIL SUPPLIES-NORTH GOA,551,NORTH GOA,30,GOA,,
GOA,CIVIL SUPPLIES-SOUTH GOA,552,SOUTH GOA,30,GOA,,
GOA,NORTH GOA,551,NORTH GOA,30,GOA,,
GOA,SOUTH GOA,552,SOUTH GOA,30,GOA,,
GUJARAT,AHMADABAD,438,AHMADABAD,24,GUJARAT,,
GUJARAT,AHMADABAD CITY,438,AHMADABAD,24,GUJARAT,,
GUJARAT,AMRELI,439,AMRELI,24,GUJARAT,,
GUJARAT,ANAND,440,ANAND,24,GUJARAT,,
GUJARAT,ARVALLI,672,ARVALLI,24,GUJARAT,,
GUJARAT,BANAS KANTHA,441,BANAS KANTHA,24,GUJARAT,,
GUJARAT,BHARUCH,442,BHARUCH,24,GUJARAT,,
GUJARAT,BHAVNAGAR,443,BHAVNAGAR,24,GUJARAT,,
GUJARAT,BOTAD,676,BOTAD,24,GUJARAT,,
GUJARAT,CHHOTAUDEPUR,668,CHHOTAUDEPUR,24,GUJARAT,,
GUJARAT,DANG,444,DANG,24,GUJARAT,,
GUJARAT,DEVBHUMI DWARKA,674,DEVBHUMI DWARKA,24,GUJARAT,,
GUJARAT,DOHAD,445,DOHAD,24,GUJARAT,,
GUJARAT,GANDHINAGAR,446,GANDHINAGAR,24,GUJARAT,,
GUJARAT,GIR SOMNATH,675,GIR SOMNATH,24,GUJARAT,,
GUJARAT,JAMNAGAR,447,JAMNAGAR,24,GUJARAT,,
GUJARAT,JUNAGADH,448,JUNAGADH,24,GUJARAT,,
GUJARAT,KACHCHH,449,KACHCHH,24,GUJARAT,,
GUJARAT,KHEDA,450,KHEDA,24,GUJARAT,,
GUJARAT,MAHESANA,451,MAHESANA,24,GUJARAT,,
GUJARAT,MAHISAGAR,669,Mahisagar,24,GUJARAT,,
GUJARAT,MORBI,673,MORBI,24,GUJARAT,,
GUJARAT,NARMADA,452,NARMADA,24,GUJARAT,,
GUJARAT,NAVSARI,453,NAVSARI,24,GUJARAT,,
GUJARAT,PANCH MAHALS,454,PANCH MAHALS,24,GUJARAT,,
GUJARAT,PATAN,455,PATAN,24,GUJARAT,,
GUJARAT,PORBANDAR,456,PORBANDAR,24,GUJARAT,,
GUJARAT,RAJKOT,457,RAJKOT,24,GUJARAT,,
GUJARAT,SABAR KANTHA,458,SABAR KANTHA,24,GUJARAT,,
GUJARAT,SURAT,459,SURAT,24,GUJARAT,,
GUJARAT,SURENDRANAGAR,460,SURENDRANAGAR,24,GUJARAT,,
GUJARAT,TAPI,641,TAPI,24,GUJARAT,,
GUJARAT,VADODARA,461,VADODARA,24,GUJARAT,,
GUJARAT,VALSAD,462,VALSAD,24,GUJARAT,,
HARYANA,AMBALA,58,AMBALA,6,HARYANA,,
HARYANA,BHIWANI,59,BHIWANI,6,HARYANA,,
HARYANA,CHARKI DADRI,701,CHARKI DADRI,6,HARYANA,,
HARYANA,FARIDABAD,60,FARIDABAD,6,HARYANA,,
HARYANA,FATEHABAD,61,FATEHABAD,6,HARYANA,,
HARYANA,GURUGRAM,62,GURUGRAM,6,HARYANA,,
HARYANA,HISAR,63,HISAR,6,HARYANA,,
HARYANA,JHAJJAR,64,JHAJJAR,6,HARYANA,,
HARYANA,JIND,65,JIND,6,HARYANA,,
HARYANA,KAITHAL,66,KAITHAL,6,HARYANA,,
HARYANA,KARNAL,67,KARNAL,6,HARYANA,,
HARYANA,KURUKSHETRA,68,KURUKSHETRA,6,HARYANA,,
HARYANA,MAHENDRAGARH,69,MAHENDRAGARH,6,HARYANA,,
HARYANA,MEWAT,604,NUH,6,HARYANA,,
HARYANA,NUH,604,NUH,6,HARYANA,,
HARYANA,PALWAL,619,PALWAL,6,HARYANA,,
HARYANA,PANCHKULA,70,PANCHKULA,6,HARYANA,,
HARYANA,PANIPAT,71,PANIPAT,6,HARYANA,,
HARYANA,REWARI,72,REWARI,6,HARYANA,,
HARYANA,ROHTAK,73,ROHTAK,6,HARYANA,,
HARYANA,SIRSA,74,SIRSA,6,HARYANA,,
HARYANA,SONIPAT,75,SONIPAT,6,HARYANA,,
HARYANA,YAMUNANAGAR,76,YAMUNANAGAR,6,HARYANA,,
HIMACHAL PRADESH,BILASPUR,15,BILASPUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Bilaspur,District Controller, FCS and CA,",15,BILASPUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,CHAMBA,16,CHAMBA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Chamba,District Controller, FCS and CA",16,CHAMBA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,HAMIRPUR,17,HAMIRPUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,HAMIRPUR,149,HAMIRPUR,9,UTTAR PRADESH,,
HIMACHAL PRADESH,"Hamirpur, District Controller, FCS and CA,",17,HAMIRPUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Hamirpur, District Controller, FCS and CA,",149,HAMIRPUR,9,UTTAR PRADESH,,
HIMACHAL PRADESH,KANGRA,18,KANGRA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Kangra,District Controller, FCS and CA,",18,KANGRA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Keylong,District Controller, FCS and CA, Lahaul and Spiti at",21,LAHUL AND SPITI,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,KINNAUR,19,KINNAUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Kinnaur,District Controller, FCS and CA,",19,KINNAUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,KULLU,20,KULLU,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Kullu,District Controller, FCS and CA,",20,KULLU,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,LAHAUL AND SPITI,21,LAHUL AND SPITI,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,LAHUL AND SPITI,21,LAHUL AND SPITI,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,MANDI,22,MANDI,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Mandi, District Controller, FCS and CA,",22,MANDI,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,SHIMLA,23,SHIMLA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Shimla,District Controller, FCS and CA,",23,SHIMLA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,SIRMAUR,24,SIRMAUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Sirmour,District Controller, FCS and CA,",24,SIRMAUR,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,SOLAN,25,SOLAN,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"Solan,District Controller, FCS and CA,",25,SOLAN,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,UNA,26,UNA,2,HIMACHAL PRADESH,,
HIMACHAL PRADESH,"UNA District Controller, FCS and CA,",26,UNA,2,HIMACHAL PRADESH,,
JAMMU AND KASHMIR,AD ANANTNAG,1,ANANTNAG,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD BANDIPORA,623,BANDIPORA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD BARAMULLA,3,BARAMULLA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD BUDGAM,2,Budgam,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD DODA,4,DODA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD GANDERBAL/SRINAGAR RURAL,626,GANDERBAL,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD JAMMU CIRCLE-1,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD JAMMU CIRCLE-2,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD JAMMU CIRCLE-3,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD JAMMU RURAL,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD KARGIL,6,KARGIL,37,LADAKH,,
JAMMU AND KASHMIR,AD KATHUA,9,LEH LADAKH,37,LADAKH,,
JAMMU AND KASHMIR,AD KISHTWAR,620,KISHTWAR,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD KULGAM,622,KULGAM,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD KUPWARA,8,KUPWARA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD LEH,9,LEH LADAKH,37,LADAKH,,
JAMMU AND KASHMIR,AD POONCH,10,POONCH,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD PULWAMA,11,PULWAMA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD RAJOURI,12,RAJOURI,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD RAMBAN,621,RAMBAN,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD REASI,627,REASI,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD SAMBA,624,SAMBA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD SHOPIAN,625,SHOPIAN,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD SRINAGAR,13,SRINAGAR,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,AD UDHAMPUR,14,UDHAMPUR,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,ANANTNAG,1,ANANTNAG,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Bandipora,623,BANDIPORA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Baramulla,3,BARAMULLA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Budgam,2,Budgam,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,DODA,4,DODA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,GANDERBAL/SRINAGAR RURAL,626,GANDERBAL,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,JAMMU CIRCLE 01,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,JAMMU CIRCLE 02,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,JAMMU CIRCLE 03,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Jammu Circle-1,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Jammu Circle-2,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Jammu Circle-3,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,JAMMU RURAL,5,JAMMU,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,KARGIL,6,KARGIL,37,LADAKH,,
JAMMU AND KASHMIR,KATHUA,7,KATHUA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,KISHTWAR,620,KISHTWAR,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,KULGAM,622,KULGAM,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,Kupwara,8,KUPWARA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,POONCH,10,POONCH,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,PULWAMA,11,PULWAMA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,RAJOURI,12,RAJOURI,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,RAMBAN,621,RAMBAN,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,REASI,627,REASI,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,SAMBA,624,SAMBA,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,SHOPIAN,625,SHOPIAN,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,SRINAGAR,13,SRINAGAR,1,JAMMU AND KASHMIR,,
JAMMU AND KASHMIR,UDHAMPUR,14,UDHAMPUR,1,JAMMU AND KASHMIR,,
JHARKHAND,BOKARO,322,BOKARO,20,JHARKHAND,,
JHARKHAND,CHATRA,323,CHATRA,20,JHARKHAND,,
JHARKHAND,DEOGHAR,324,DEOGHAR,20,JHARKHAND,,
JHARKHAND,DHANBAD,325,DHANBAD,20,JHARKHAND,,
JHARKHAND,DUMKA,326,DUMKA,20,JHARKHAND,,
JHARKHAND,EAST SINGHBUM,327,EAST SINGHBUM,20,JHARKHAND,,
JHARKHAND,GARHWA,328,GARHWA,20,JHARKHAND,,
JHARKHAND,GIRIDIH,329,GIRIDIH,20,JHARKHAND,,
JHARKHAND,GODDA,330,GODDA,20,JHARKHAND,,
JHARKHAND,GUMLA,331,GUMLA,20,JHARKHAND,,
JHARKHAND,HAZARIBAGH,332,HAZARIBAGH,20,JHARKHAND,,
JHARKHAND,JAMTARA,333,JAMTARA,20,JHARKHAND,,
JHARKHAND,KHUNTI,606,KHUNTI,20,JHARKHAND,,
JHARKHAND,KODARMA,334,KODERMA,20,JHARKHAND,,
JHARKHAND,KODERMA,334,KODERMA,20,JHARKHAND,,
JHARKHAND,LATEHAR,335,LATEHAR,20,JHARKHAND,,
JHARKHAND,LOHARDAGA,336,LOHARDAGA,20,JHARKHAND,,
JHARKHAND,PAKUR,337,PAKUR,20,JHARKHAND,,
JHARKHAND,PALAMU,338,PALAMU,20,JHARKHAND,,
JHARKHAND,PASHCHIMI SINGHBHUM,343,WEST SINGHBHUM,20,JHARKHAND,,
JHARKHAND,PURBI SINGHBHUM,327,EAST SINGHBUM,20,JHARKHAND,,
JHARKHAND,RAMGARH,607,RAMGARH,20,JHARKHAND,,
JHARKHAND,RANCHI,339,RANCHI,20,JHARKHAND,,
JHARKHAND,SAHEBGANJ,340,SAHEBGANJ,20,JHARKHAND,,
JHARKHAND,SAHIBGANJ,340,SAHEBGANJ,20,JHARKHAND,,
JHARKHAND,SARAIKELA KHARSAWAN,341,SARAIKELA KHARSAWAN,20,JHARKHAND,,
JHARKHAND,SARAIKELA-KHARSAWAN,341,SARAIKELA KHARSAWAN,20,JHARKHAND,,
JHARKHAND,SIMDEGA,342,SIMDEGA,20,JHARKHAND,,
JHARKHAND,WEST SINGHBHUM,343,WEST SINGHBHUM,20,JHARKHAND,,
KARNATAKA,BAGALKOT,524,BAGALKOTE,29,KARNATAKA,,
KARNATAKA,BAGALKOTE,524,BAGALKOTE,29,KARNATAKA,,
KARNATAKA,BALLARI,528,BALLARI,29,KARNATAKA,,
KARNATAKA,BANGALORE EAST,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BANGALORE NORTH,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BANGALORE SOUTH,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BANGALORE WEST,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BELAGAVI,527,BELAGAVI,29,KARNATAKA,,
KARNATAKA,BENGALURU,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BENGALURU EAST,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BENGALURU NORTH,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BENGALURU RURAL,526,BENGALURU RURAL,29,KARNATAKA,,
KARNATAKA,BENGALURU SOUTH,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BENGALURU URBAN,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BENGALURU WEST,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,BIDAR,529,BIDAR,29,KARNATAKA,,
KARNATAKA,CHAMARAJANAGAR,531,CHAMARAJANAGARA,29,KARNATAKA,,
KARNATAKA,CHAMARAJANAGARA,531,CHAMARAJANAGARA,29,KARNATAKA,,
KARNATAKA,CHIKBALLAPUR,630,CHIKKABALLAPURA,29,KARNATAKA,,
KARNATAKA,CHIKKABALLAPURA,630,CHIKKABALLAPURA,29,KARNATAKA,,
KARNATAKA,CHIKKAMAGALURU,532,CHIKKAMAGALURU,29,KARNATAKA,,
KARNATAKA,CHITRADURGA,533,CHITRADURGA,29,KARNATAKA,,
KARNATAKA,DAKSHIN KANNAD,534,DAKSHINA KANNADA,29,KARNATAKA,,
KARNATAKA,DAKSHINA KANNADA,534,DAKSHINA KANNADA,29,KARNATAKA,,
KARNATAKA,DAVANAGERE,535,DAVANGERE,29,KARNATAKA,,
KARNATAKA,DAVANGERE,535,DAVANGERE,29,KARNATAKA,,
KARNATAKA,DFSO BAGALKOT,524,BAGALKOTE,29,KARNATAKA,,
KARNATAKA,DFSO BALLARI,528,BALLARI,29,KARNATAKA,,
KARNATAKA,DFSO BELAGAVI,527,BELAGAVI,29,KARNATAKA,,
KARNATAKA,DFSO BENGALURU RURAL,526,BENGALURU RURAL,29,KARNATAKA,,
KARNATAKA,DFSO BENGALURU URBAN,525,BENGALURU URBAN,29,KARNATAKA,,
KARNATAKA,DFSO BIDAR,529,BIDAR,29,KARNATAKA,,
KARNATAKA,DFSO CHAMARAJANAGAR,531,CHAMARAJANAGARA,29,KARNATAKA,,
KARNATAKA,DFSO CHIKBALLAPUR,630,CHIKKABALLAPURA,29,KARNATAKA,,
KARNATAKA,DFSO CHIKKAMAGALURU,532,CHIKKAMAGALURU,29,KARNATAKA,,
KARNATAKA,DFSO CHITRADURGA,533,CHITRADURGA,29,KARNATAKA,,
KARNATAKA,DFSO DAKSHIN KANNAD,534,DAKSHINA KANNADA,29,KARNATAKA,,
KARNATAKA,DFSO DAVANGERE,535,DAVANGERE,29,KARNATAKA,,
KARNATAKA,DFSO DHARWAD,536,DHARWAD,29,KARNATAKA,,
KARNATAKA,DFSO GADAG,537,GADAG,29,KARNATAKA,,
KARNATAKA,DFSO HASSAN,539,HASSAN,29,KARNATAKA,,
KARNATAKA,DFSO HAVERI,540,HAVERI,29,KARNATAKA,,
KARNATAKA,DFSO KALABURAGI,538,KALABURAGI,29,KARNATAKA,,
KARNATAKA,DFSO KODAGU,541,KODAGU,29,KARNATAKA,,
KARNATAKA,DFSO KOLAR,542,KOLAR,29,KARNATAKA,,
KARNATAKA,DFSO KOPPAL,543,KOPPAL,29,KARNATAKA,,
KARNATAKA,DFSO MANDYA,544,MANDYA,29,KARNATAKA,,
KARNATAKA,DFSO MYSURU,545,MYSURU,29,KARNATAKA,,
KARNATAKA,DFSO RAICHUR,546,RAICHUR,29,KARNATAKA,,
KARNATAKA,DFSO RAMANAGARA,631,RAMANAGARA,29,KARNATAKA,,
KARNATAKA,DFSO SHIVAMOGGA,547,SHIVAMOGGA,29,KARNATAKA,,
KARNATAKA,DFSO TUMAKURU,548,TUMAKURU,29,KARNATAKA,,
KARNATAKA,DFSO UDUPI,549,UDUPI,29,KARNATAKA,,
KARNATAKA,DFSO UTTAR KANNAD,550,UTTARA KANNADA,29,KARNATAKA,,
KARNATAKA,DFSO VIJAYAPURA,530,VIJAYAPURA,29,KARNATAKA,,
KARNATAKA,DFSO YADGIR,635,YADGIR,29,KARNATAKA,,
KARNATAKA,DHARWAD,536,DHARWAD,29,KARNATAKA,,
KARNATAKA,DHARWAR,536,DHARWAD,29,KARNATAKA,,
KARNATAKA,GADAG,537,GADAG,29,KARNATAKA,,
KARNATAKA,HASSAN,539,HASSAN,29,KARNATAKA,,
KARNATAKA,HAVERI,540,HAVERI,29,KARNATAKA,,
KARNATAKA,KALABURAGI,538,KALABURAGI,29,KARNATAKA,,
KARNATAKA,KODAGU,541,KODAGU,29,KARNATAKA,,
KARNATAKA,KOLAR,542,KOLAR,29,KARNATAKA,,
KARNATAKA,KOPPAL,543,KOPPAL,29,KARNATAKA,,
KARNATAKA,MANDYA,544,MANDYA,29,KARNATAKA,,
KARNATAKA,MYSURU,545,MYSURU,29,KARNATAKA,,
KARNATAKA,Office Name,,,,,,
KARNATAKA,RAICHUR,546,RAICHUR,29,KARNATAKA,,
KARNATAKA,RAMANAGARA,631,RAMANAGARA,29,KARNATAKA,,
KARNATAKA,SHIVAMOGGA,547,SHIVAMOGGA,29,KARNATAKA,,
KARNATAKA,TUMAKURU,548,TUMAKURU,29,KARNATAKA,,
KARNATAKA,UDUPI,549,UDUPI,29,KARNATAKA,,
KARNATAKA,UTTAR KANNAD,550,UTTARA KANNADA,29,KARNATAKA,,
KARNATAKA,UTTARA KANNADA,550,UTTARA KANNADA,29,KARNATAKA,,
KARNATAKA,VIJAYAPURA,530,VIJAYAPURA,29,KARNATAKA,,
KARNATAKA,YADGIR,635,YADGIR,29,KARNATAKA,,
KERALA,ALAPPUZHA,554,ALAPPUZHA,32,KERALA,,
KERALA,"DISTRICT SUPPLY OFFICE, KOLLAM",559,KOLLAM,32,KERALA,,
KERALA,DSO ALAPPUZHA,554,ALAPPUZHA,32,KERALA,,
KERALA,DSO ERNAKULAM,555,ERNAKULAM,32,KERALA,,
KERALA,DSO IDUKKI,556,IDUKKI,32,KERALA,,
KERALA,DSO KANNUR,557,KANNUR,32,KERALA,,
KERALA,DSO KASARAGOD,558,KASARAGOD,32,KERALA,,
KERALA,DSO KOTTAYAM,560,KOTTAYAM,32,KERALA,,
KERALA,DSO KOZHIKKODE,561,KOZHIKODE,32,KERALA,,
KERALA,DSO MALAPPURAM,562,MALAPPURAM,32,KERALA,,
KERALA,DSO PALAKKAD,563,PALAKKAD,32,KERALA,,
KERALA,DSO PATHANAMTHITTA,564,PATHANAMTHITTA,32,KERALA,,
KERALA,DSO THIRUVANANTHAPURAM,565,THIRUVANANTHAPURAM,32,KERALA,,
KERALA,DSO THRISSUR,566,THRISSUR,32,KERALA,,
KERALA,DSO WAYANAD,567,WAYANAD,32,KERALA,,
KERALA,ERNAKULAM,555,ERNAKULAM,32,KERALA,,
KERALA,IDUKKI,556,IDUKKI,32,KERALA,,
KERALA,KANNUR,557,KANNUR,32,KERALA,,
KERALA,KASARAGOD,558,KASARAGOD,32,KERALA,,
KERALA,KASARGODU,558,KASARAGOD,32,KERALA,,
KERALA,KOLLAM,559,KOLLAM,32,KERALA,,
KERALA,KOTTAYAM,560,KOTTAYAM,32,KERALA,,
KERALA,KOZHIKKODU,561,KOZHIKODE,32,KERALA,,
KERALA,KOZHIKODE,561,KOZHIKODE,32,KERALA,,
KERALA,MALAPPURAM,562,MALAPPURAM,32,KERALA,,
KERALA,PALAKKAD,563,PALAKKAD,32,KERALA,,
KERALA,PATHANAMTHITTA,564,PATHANAMTHITTA,32,KERALA,,
KERALA,THIRUVANANTHAPURAM,565,THIRUVANANTHAPURAM,32,KERALA,,
KERALA,THRISSUR,566,THRISSUR,32,KERALA,,
KERALA,WAYANAD,567,WAYANAD,32,KERALA,,
LADAKH,KARGIL,6,KARGIL,37,LADAKH,,
LADAKH,LEH,9,LEH LADAKH,37,LADAKH,,
LAKSHADWEEP,DEPARTMENT OF FOOD AND CIVIL SUPPLIES,553,LAKSHADWEEP DISTRICT,31,LAKSHADWEEP,,
LAKSHADWEEP,LAKSHADWEEP DISTRICT,553,LAKSHADWEEP DISTRICT,31,LAKSHADWEEP,,
MADHYA PRADESH,AGAR,667,AGAR MALWA,23,MADHYA PRADESH,,
MADHYA PRADESH,AGAR MALWA,667,AGAR MALWA,23,MADHYA PRADESH,,
MADHYA PRADESH,ALIRAJPUR,639,ALIRAJPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,ANUPPUR,390,ANUPPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,ASHOKNAGAR,391,ASHOKNAGAR,23,MADHYA PRADESH,,
MADHYA PRADESH,BALAGHAT,392,BALAGHAT,23,MADHYA PRADESH,,
MADHYA PRADESH,BARWANI,393,BARWANI,23,MADHYA PRADESH,,
MADHYA PRADESH,BETUL,394,BETUL,23,MADHYA PRADESH,,
MADHYA PRADESH,BHIND,395,BHIND,23,MADHYA PRADESH,,
MADHYA PRADESH,BHOPAL,396,BHOPAL,23,MADHYA PRADESH,,
MADHYA PRADESH,BURHANPUR,397,BURHANPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,CHHATARPUR,398,CHHATARPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,CHHINDWARA,399,CHHINDWARA,23,MADHYA PRADESH,,
MADHYA PRADESH,DAMOH,400,DAMOH,23,MADHYA PRADESH,,
MADHYA PRADESH,DATIA,401,DATIA,23,MADHYA PRADESH,,
MADHYA PRADESH,DEWAS,402,DEWAS,23,MADHYA PRADESH,,
MADHYA PRADESH,DHAR,403,DHAR,23,MADHYA PRADESH,,
MADHYA PRADESH,DINDORI,404,DINDORI,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD CONTROLLER, BHOPAL",396,BHOPAL,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD CONTROLLER, GWALIOR",407,GWALIOR,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD CONTROLLER, INDORE",410,INDORE,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD CONTROLLER, JABALPUR",411,JABALPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE , DHAR",403,DHAR,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE , PANNA",420,PANNA,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE , RAISEN",421,RAISEN,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE , SHAJAPUR",430,SHAJAPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE ,SATNA",426,SATNA,23,MADHYA PRADESH,,
MADHYA PRADESH,DISTRICT FOOD OFFICE M SINGRAULI,638,SINGRAULI,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE, ALIRAJPUR",639,ALIRAJPUR,23,MADHYA PRADESH,,
MADHYA PRADESH,"DISTRICT FOOD OFFICE, ANUPPUR",390,ANUPPUR,23,MADHYA PRADESH,,
